StationId,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Temperature,Humidity,Rainfall,Pressure,WindSpeed,WindDirection,CloudCover,target_1h,target_3h,target_6h
MH007,2019-06-04 10:00:00,9.0,48.49,43.02,12.84,55.85,14.66,0.47,6.47,6.29,9.44,,,,,31.3,66,0.2,1007.9,17.7,264,71,7.27,19.5,16.87
MH007,2019-06-04 11:00:00,7.27,73.58,36.62,15.18,51.8,13.67,0.35,5.5,9.09,8.65,,,,,32.1,63,0.1,1007.5,18.4,272,71,9.6,16.67,17.0
MH007,2019-06-04 12:00:00,9.6,55.07,42.89,13.66,56.56,8.73,0.26,0.85,11.95,7.11,,,,,32.5,61,0.0,1006.9,18.4,281,60,19.5,16.0,
MH007,2019-06-04 13:00:00,19.5,58.16,26.21,13.66,39.87,6.52,0.2,3.01,15.03,6.02,,,,,32.3,61,0.0,1006.1,17.5,284,14,16.67,16.87,
MH007,2019-06-04 14:00:00,16.67,64.89,35.01,14.36,49.36,7.19,0.25,3.6,10.23,5.0,,,,,32.4,58,0.0,1005.4,18.1,283,2,16.0,17.0,
MH007,2019-06-04 15:00:00,16.0,60.35,29.95,14.77,44.73,8.3,0.26,4.03,14.01,4.36,,,,,32.3,56,0.0,1004.6,18.2,278,3,16.87,,
MH007,2019-06-04 16:00:00,16.87,73.82,33.78,18.98,52.77,9.16,0.38,8.76,11.2,4.07,,,,,31.7,57,0.0,1004.4,17.2,280,11,17.0,,
MH007,2019-06-04 17:00:00,17.0,66.15,32.76,19.55,52.31,12.48,0.4,6.65,8.9,3.61,,,,,30.8,66,0.0,1004.2,15.1,282,17,,,
MH007,2019-06-04 18:00:00,,,,,,,,,,,,,,,30.1,70,0.0,1004.5,13.5,279,58,,,
MH007,2019-06-04 19:00:00,,,,,,,,,,,,,,,29.5,70,0.0,1004.8,10.5,278,66,,,
MH007,2019-06-04 20:00:00,,,,,,,,,,,,,,,29.4,70,0.0,1005.4,9.7,274,48,,,
MH007,2019-06-04 21:00:00,,,,,,,,,,,,,,,29.1,73,0.0,1006.0,10.1,274,24,,,
MH007,2019-06-04 22:00:00,,,,,,,,,,,,,,,28.8,76,0.0,1006.4,9.7,274,29,,,
MH007,2019-06-04 23:00:00,,,,,,,,,,,,,,,28.6,78,0.0,1006.6,7.6,275,30,,,
MH007,2019-06-05 00:00:00,,,,,,,,,,,,,,,28.3,80,0.0,1006.2,7.7,281,32,,,
MH007,2019-06-05 01:00:00,,,,,,,,,,,,,,,28.3,80,0.0,1005.7,8.6,292,44,,,
MH007,2019-06-05 02:00:00,,,,,,,,,,,,,,,28.1,81,0.0,1005.2,7.9,300,60,,,
MH007,2019-06-05 03:00:00,,,,,,,,,,,,,,,28.1,80,0.0,1005.0,6.6,299,77,,,
MH007,2019-06-05 04:00:00,,,,,,,,,,,,,,,28.3,79,0.0,1005.1,5.6,297,53,,,
MH007,2019-06-05 05:00:00,,,,,,,,,,,,,,,28.7,78,0.0,1005.3,7.3,281,52,,,
MH007,2019-06-05 06:00:00,,,,,,,,,,,,,,,29.1,76,0.0,1005.6,9.3,283,53,,,
MH007,2019-06-05 07:00:00,,,,,,,,,,,,,,,29.8,72,0.0,1006.2,11.0,289,55,,,
MH007,2019-06-05 08:00:00,,,,,,,,,,,,,,,30.5,69,0.1,1006.8,11.2,291,65,,,
MH007,2019-06-05 09:00:00,,,,,,,,,,,,,,,31.2,66,0.1,1007.0,10.0,291,82,,,
MH007,2019-06-05 10:00:00,,,,,,,,,,,,,,,32.0,63,0.1,1007.1,11.3,297,100,,,
MH007,2019-06-05 11:00:00,,,,,,,,,,,,,,,32.4,62,0.0,1006.6,15.0,294,100,,,
MH007,2019-06-05 12:00:00,,,,,,,,,,,,,,,32.5,61,0.0,1005.8,20.5,288,13,,,
MH007,2019-06-05 13:00:00,,,,,,,,,,,,,,,32.6,59,0.0,1005.0,20.7,290,0,,,
MH007,2019-06-05 14:00:00,,,,,,,,,,,,,,,32.7,58,0.0,1004.1,21.0,292,1,,,
MH007,2019-06-05 15:00:00,,,,,,,,,,,,,,,32.0,61,0.0,1003.3,21.9,295,11,,,
MH007,2019-06-05 16:00:00,,,,,,,,,,,,,,,31.4,65,0.0,1002.9,21.6,296,42,,,
MH007,2019-06-05 17:00:00,,,,,,,,,,,,,,,30.9,68,0.0,1002.8,21.9,300,47,,,
MH007,2019-06-05 18:00:00,,,,,,,,,,,,,,,30.1,73,0.0,1002.7,21.4,297,41,,,
MH007,2019-06-05 19:00:00,,,,,,,,,,,,,,,29.4,77,0.0,1003.2,18.0,296,36,,,
MH007,2019-06-05 20:00:00,,,,,,,,,,,,,,,29.2,78,0.0,1003.8,15.4,291,40,,,
MH007,2019-06-05 21:00:00,,,,,,,,,,,,,,,29.1,78,0.0,1004.8,12.2,289,35,,,
MH007,2019-06-05 22:00:00,,,,,,,,,,,,,,,28.9,79,0.0,1005.5,10.5,286,35,,,
MH007,2019-06-05 23:00:00,,,,,,,,,,,,,,,28.8,81,0.0,1005.6,10.0,285,35,,,
MH007,2019-06-06 00:00:00,,,,,,,,,,,,,,,28.6,81,0.0,1005.3,8.4,290,53,,,
MH007,2019-06-06 01:00:00,,,,,,,,,,,,,,,28.6,80,0.0,1005.1,7.8,292,66,,,
MH007,2019-06-06 02:00:00,,,,,,,,,,,,,,,28.7,79,0.0,1004.8,8.2,293,65,,,
MH007,2019-06-06 03:00:00,,,,,,,,,,,,,,,28.7,79,0.0,1004.7,6.7,306,68,,,
MH007,2019-06-06 04:00:00,,,,,,,,,,,,,,,28.5,80,0.0,1005.1,5.2,304,61,,,17.0
MH007,2019-06-06 05:00:00,,,,,,,,,,,,,,,29.0,80,0.0,1004.5,9.8,324,47,,,12.68
MH007,2019-06-06 06:00:00,,,,,,,,,,,,,,,29.4,78,0.0,1004.9,8.4,317,49,,,16.32
MH007,2019-06-06 07:00:00,,,,,,,,,,,,,,,30.2,73,0.0,1005.6,8.4,310,60,,17.0,15.27
MH007,2019-06-06 08:00:00,,,,,,,,,,,,,,,31.1,68,0.0,1006.4,9.9,314,60,,12.68,14.13
MH007,2019-06-06 09:00:00,,,,,,,,,,,,,,,31.7,66,0.0,1006.6,13.3,308,71,17.0,16.32,19.18
MH007,2019-06-06 10:00:00,17.0,85.75,57.65,21.05,78.71,11.13,0.5,8.32,7.91,8.43,,,,,32.3,63,0.0,1006.7,15.3,304,44,12.68,15.27,17.41
MH007,2019-06-06 11:00:00,12.68,59.22,39.12,18.0,57.13,14.97,0.62,7.6,7.19,7.37,,,,,32.8,61,0.0,1006.4,16.3,295,21,16.32,14.13,18.73
MH007,2019-06-06 12:00:00,16.32,68.53,35.03,17.11,52.13,14.26,0.39,6.05,13.5,6.67,,,,,33.1,60,0.0,1006.1,16.5,286,29,15.27,19.18,17.27
MH007,2019-06-06 13:00:00,15.27,50.07,22.5,16.62,39.11,15.71,0.34,5.79,,5.89,,,,,33.1,60,0.0,1005.7,15.9,283,34,14.13,17.41,13.54
MH007,2019-06-06 14:00:00,14.13,53.2,19.93,19.68,39.62,11.86,0.22,1.76,24.63,5.25,,,,,32.5,63,0.0,1005.0,13.5,279,25,19.18,18.73,16.45
MH007,2019-06-06 15:00:00,19.18,61.13,26.44,13.32,39.76,9.21,0.24,,22.75,4.69,,,,,32.4,63,0.0,1004.0,15.3,278,46,17.41,17.27,10.95
MH007,2019-06-06 16:00:00,17.41,67.08,23.88,23.51,47.39,11.05,0.21,4.08,22.41,3.83,,,,,31.8,65,0.0,1003.4,16.5,281,62,18.73,13.54,11.73
MH007,2019-06-06 17:00:00,18.73,69.82,17.44,26.29,43.74,8.23,0.16,2.51,25.28,3.99,,,,,30.7,70,0.0,1004.2,18.1,275,73,17.27,16.45,11.13
MH007,2019-06-06 18:00:00,17.27,62.1,21.2,24.18,45.38,9.12,0.27,6.99,19.92,3.79,,,,,30.0,72,0.0,1003.9,16.9,281,92,13.54,10.95,13.59
MH007,2019-06-06 19:00:00,13.54,65.92,31.67,26.05,57.74,11.68,0.44,8.09,11.62,3.83,,,,,29.6,74,0.0,1004.1,15.4,281,94,16.45,11.73,14.86
MH007,2019-06-06 20:00:00,16.45,62.82,44.55,25.78,70.33,15.79,0.5,6.73,5.72,3.7,,,,,29.3,77,0.0,1004.8,13.5,286,92,10.95,11.13,9.82
MH007,2019-06-06 21:00:00,10.95,54.92,50.64,26.85,77.5,19.66,0.55,7.15,4.2,3.81,,,,,29.0,79,0.0,1005.3,9.3,286,94,11.73,13.59,9.87
MH007,2019-06-06 22:00:00,11.73,52.0,55.74,29.94,85.67,31.73,0.51,4.53,4.16,4.23,,,,,28.9,80,0.0,1006.3,6.5,267,92,11.13,14.86,6.54
MH007,2019-06-06 23:00:00,11.13,52.02,71.0,18.13,89.1,26.48,0.42,2.08,4.89,5.25,,,,,28.9,80,0.0,1006.1,6.5,273,93,13.59,9.82,7.73
MH007,2019-06-07 00:00:00,13.59,52.82,85.98,28.73,114.71,20.64,0.42,4.58,3.06,5.89,,,,,28.7,80,0.0,1005.7,7.0,291,57,14.86,9.87,11.46
MH007,2019-06-07 01:00:00,14.86,45.27,70.08,26.23,96.28,14.34,0.34,3.84,4.57,6.38,,,81.0,Satisfactory,28.5,81,0.0,1005.2,6.4,297,19,9.82,6.54,10.27
MH007,2019-06-07 02:00:00,9.82,56.0,38.02,24.93,62.95,15.68,0.28,4.8,7.14,6.77,,,81.0,Satisfactory,28.5,81,0.0,1004.7,5.2,295,25,9.87,7.73,10.0
MH007,2019-06-07 03:00:00,9.87,55.67,25.8,22.8,48.62,24.01,0.32,7.47,7.19,7.92,,,80.0,Satisfactory,28.2,82,0.0,1004.5,2.7,293,32,6.54,11.46,8.27
MH007,2019-06-07 04:00:00,6.54,43.27,26.96,23.3,50.26,25.05,0.33,6.09,7.15,9.31,,,79.0,Satisfactory,28.0,84,0.0,1004.7,2.5,270,32,7.73,10.27,10.6
MH007,2019-06-07 05:00:00,7.73,53.75,29.96,22.03,51.99,26.11,0.31,6.02,6.5,9.55,,,78.0,Satisfactory,28.6,82,0.0,1005.0,2.9,277,27,11.46,10.0,18.77
MH007,2019-06-07 06:00:00,11.46,44.11,30.92,22.43,53.35,25.89,0.36,5.72,5.73,9.98,,,77.0,Satisfactory,29.1,78,0.0,1005.8,5.9,256,63,10.27,8.27,13.09
MH007,2019-06-07 07:00:00,10.27,48.78,21.21,22.88,44.1,15.07,0.19,1.42,11.8,10.44,,,76.0,Satisfactory,29.8,72,0.0,1006.3,9.2,249,67,10.0,10.6,9.41
MH007,2019-06-07 08:00:00,10.0,39.09,17.21,22.19,39.39,11.88,0.17,2.34,12.89,10.27,,,75.0,Satisfactory,30.5,69,0.0,1006.8,11.3,248,66,8.27,18.77,13.32
MH007,2019-06-07 09:00:00,8.27,43.25,24.7,16.92,41.63,12.0,0.23,3.19,15.37,9.38,,,74.0,Satisfactory,31.4,65,0.0,1007.1,13.0,251,81,10.6,13.09,10.54
MH007,2019-06-07 10:00:00,10.6,53.2,36.77,21.41,58.19,10.74,0.3,3.62,15.01,9.21,,,73.0,Satisfactory,32.0,63,0.1,1007.0,13.0,256,91,18.77,9.41,14.3
MH007,2019-06-07 11:00:00,18.77,61.75,36.64,21.86,58.51,14.11,0.42,8.08,12.22,7.33,,,73.0,Satisfactory,32.5,61,0.1,1006.7,12.2,270,99,13.09,13.32,17.59
MH007,2019-06-07 12:00:00,13.09,52.16,44.57,16.97,61.54,16.73,0.4,7.56,12.18,5.84,,,74.0,Satisfactory,32.8,60,0.1,1006.0,13.4,284,99,9.41,10.54,15.41
MH007,2019-06-07 13:00:00,9.41,58.81,25.1,19.22,44.32,15.96,0.34,5.79,16.92,5.63,,,74.0,Satisfactory,32.9,59,0.0,1005.3,14.4,292,74,13.32,14.3,26.23
MH007,2019-06-07 14:00:00,13.32,51.24,29.47,24.37,53.84,17.41,0.36,5.86,19.18,5.09,,,75.0,Satisfactory,32.9,60,0.0,1004.6,15.6,296,60,10.54,17.59,24.55
MH007,2019-06-07 15:00:00,10.54,62.17,28.31,22.32,50.63,20.47,0.27,2.78,19.04,4.17,,,75.0,Satisfactory,32.7,62,0.0,1003.9,15.0,294,69,14.3,15.41,17.07
MH007,2019-06-07 16:00:00,14.3,69.07,29.96,24.96,54.92,17.51,0.23,,18.69,3.65,,,76.0,Satisfactory,31.7,68,0.0,1003.2,16.4,289,49,17.59,26.23,14.27
MH007,2019-06-07 17:00:00,17.59,72.09,38.23,26.02,64.25,13.75,0.31,,14.55,3.29,,,77.0,Satisfactory,31.1,71,0.0,1003.3,18.8,282,94,15.41,24.55,15.73
MH007,2019-06-07 18:00:00,15.41,76.02,31.13,31.91,63.05,12.9,0.33,6.23,15.29,2.61,,,78.0,Satisfactory,30.4,74,0.0,1003.9,18.3,286,100,26.23,17.07,10.82
MH007,2019-06-07 19:00:00,26.23,77.17,34.07,35.11,69.19,18.06,0.41,8.5,11.89,2.48,,,78.0,Satisfactory,29.9,78,0.0,1004.5,17.8,284,98,24.55,14.27,16.03
MH007,2019-06-07 20:00:00,24.55,83.8,42.46,36.03,78.47,22.51,0.63,10.64,7.35,2.68,,,79.0,Satisfactory,29.8,78,0.0,1005.4,14.9,285,99,17.07,15.73,11.82
MH007,2019-06-07 21:00:00,17.07,74.98,37.12,33.02,70.13,26.68,0.61,9.32,9.78,3.03,,,78.0,Satisfactory,29.7,80,0.0,1006.2,9.5,279,97,14.27,10.82,7.54
MH007,2019-06-07 22:00:00,14.27,74.2,70.52,29.1,99.64,29.64,0.67,9.57,5.57,4.09,,,79.0,Satisfactory,29.5,81,0.0,1006.5,5.8,270,96,15.73,16.03,7.0
MH007,2019-06-07 23:00:00,15.73,82.42,71.42,26.71,98.13,26.39,0.51,8.11,4.69,5.22,,,80.0,Satisfactory,29.4,81,0.0,1006.5,5.2,258,85,10.82,11.82,7.87
MH007,2019-06-08 00:00:00,10.82,60.27,78.66,24.32,102.98,15.51,0.4,4.91,4.41,5.2,,,79.0,Satisfactory,29.2,83,0.0,1006.1,7.3,261,58,16.03,7.54,6.27
MH007,2019-06-08 01:00:00,16.03,71.15,64.25,32.33,96.54,11.84,0.32,5.76,5.98,5.42,,,79.0,Satisfactory,29.1,84,0.0,1005.6,9.5,261,50,11.82,7.0,6.87
MH007,2019-06-08 02:00:00,11.82,76.47,58.41,22.12,80.5,7.99,0.24,6.86,9.35,5.92,,,80.0,Satisfactory,29.1,82,0.0,1005.6,9.3,257,63,7.54,7.87,9.59
MH007,2019-06-08 03:00:00,7.54,53.05,30.89,25.68,56.56,9.52,0.23,6.43,7.22,6.74,,,80.0,Satisfactory,29.0,82,0.0,1005.4,8.9,256,100,7.0,6.27,11.73
MH007,2019-06-08 04:00:00,7.0,54.9,22.69,21.76,44.45,13.06,0.3,9.68,8.47,7.56,,,80.0,Satisfactory,29.0,82,0.0,1005.3,9.1,261,100,7.87,6.87,10.27
MH007,2019-06-08 05:00:00,7.87,51.02,27.23,21.12,48.33,18.72,0.33,8.79,6.75,8.55,,,80.0,Satisfactory,29.2,82,0.0,1005.2,8.0,243,75,6.27,9.59,13.46
MH007,2019-06-08 06:00:00,6.27,52.07,29.49,20.98,50.48,21.04,0.4,8.55,5.95,8.92,,,80.0,Satisfactory,29.5,80,0.0,1006.0,10.9,236,97,6.87,11.73,12.27
MH007,2019-06-08 07:00:00,6.87,55.18,28.99,19.09,48.09,21.5,0.45,8.5,6.56,9.23,,,80.0,Satisfactory,29.7,80,0.1,1006.8,10.0,232,93,9.59,10.27,13.73
MH007,2019-06-08 08:00:00,9.59,62.83,17.09,17.59,34.68,14.83,0.19,3.91,13.34,9.71,,,80.0,Satisfactory,30.4,76,0.0,1007.5,5.9,218,81,11.73,13.46,16.6
MH007,2019-06-08 09:00:00,11.73,56.23,16.43,18.33,34.76,10.06,0.22,5.07,13.94,9.62,,,79.0,Satisfactory,31.4,71,0.0,1007.2,7.7,229,45,10.27,12.27,14.41
MH007,2019-06-08 10:00:00,10.27,65.38,32.17,19.3,51.56,7.74,0.3,6.42,13.11,8.87,,,79.0,Satisfactory,32.1,67,0.0,1006.8,10.0,240,6,13.46,13.73,19.18
MH007,2019-06-08 11:00:00,13.46,80.02,33.45,17.24,50.68,11.63,0.29,6.01,13.39,7.85,,,79.0,Satisfactory,33.2,62,0.0,1006.2,9.8,242,44,12.27,16.6,22.59
MH007,2019-06-08 12:00:00,12.27,81.07,33.33,19.96,53.33,8.52,0.38,8.98,14.89,6.44,,,78.0,Satisfactory,33.5,61,0.0,1005.2,11.2,264,82,13.73,14.41,25.59
MH007,2019-06-08 13:00:00,13.73,83.89,29.61,21.62,51.22,12.71,0.41,9.8,18.63,5.9,,,78.0,Satisfactory,33.7,61,0.0,1004.4,14.0,282,36,16.6,19.18,23.42
MH007,2019-06-08 14:00:00,16.6,79.0,30.11,22.07,52.14,13.68,0.44,8.94,15.89,5.33,,,78.0,Satisfactory,33.4,60,0.0,1003.5,15.7,279,33,14.41,22.59,21.27
MH007,2019-06-08 15:00:00,14.41,79.49,39.08,19.63,58.7,17.77,0.48,9.24,15.92,4.15,,,79.0,Satisfactory,33.2,60,0.0,1002.5,17.5,278,52,19.18,25.59,24.45
MH007,2019-06-08 16:00:00,19.18,100.16,30.46,26.22,56.7,15.89,0.38,7.29,19.32,3.18,,,79.0,Satisfactory,32.3,65,0.0,1002.1,16.9,282,55,22.59,23.42,13.73
MH007,2019-06-08 17:00:00,22.59,107.1,28.39,30.15,58.55,9.11,0.3,3.12,23.2,2.7,,,79.0,Satisfactory,31.9,69,0.0,1001.6,19.0,299,56,25.59,21.27,31.0
MH007,2019-06-08 18:00:00,25.59,111.02,29.73,29.14,58.87,7.01,0.29,4.9,17.28,1.89,,,78.0,Satisfactory,30.9,77,0.0,1001.7,20.2,305,20,23.42,24.45,26.23
MH007,2019-06-08 19:00:00,23.42,112.28,30.75,25.75,56.5,6.16,0.39,6.41,14.82,1.38,,,78.0,Satisfactory,30.0,83,0.0,1002.6,17.8,302,16,21.27,13.73,23.28
MH007,2019-06-08 20:00:00,21.27,123.11,32.24,30.48,62.72,5.67,0.5,7.26,11.19,1.25,,,77.0,Satisfactory,29.8,84,0.0,1003.5,15.0,294,6,24.45,31.0,17.82
MH007,2019-06-08 21:00:00,24.45,127.47,38.48,27.99,66.49,7.94,0.66,10.62,7.08,1.44,,,79.0,Satisfactory,29.6,84,0.0,1004.3,12.2,289,13,13.73,26.23,17.87
MH007,2019-06-08 22:00:00,13.73,104.45,72.88,25.99,98.88,9.68,0.85,9.93,4.55,1.94,,,80.0,Satisfactory,29.5,84,0.0,1004.8,10.2,288,18,31.0,23.28,12.82
MH007,2019-06-08 23:00:00,31.0,121.95,75.47,24.67,100.14,9.4,0.88,9.81,4.38,2.41,,,82.0,Satisfactory,29.3,84,0.0,1004.9,8.0,288,31,26.23,17.82,15.46
MH007,2019-06-09 00:00:00,26.23,119.27,91.11,20.25,111.46,9.79,0.77,10.22,3.82,2.84,,,85.0,Satisfactory,29.2,84,0.0,1004.5,6.6,292,34,23.28,17.87,13.41
MH007,2019-06-09 01:00:00,23.28,87.03,70.07,23.41,93.47,8.03,0.39,4.58,4.75,3.43,,,85.0,Satisfactory,29.0,84,0.0,1004.2,5.2,295,30,17.82,12.82,11.27
MH007,2019-06-09 02:00:00,17.82,87.75,35.66,29.35,65.0,5.14,0.26,5.61,7.36,3.99,,,86.0,Satisfactory,28.8,85,0.0,1003.6,4.1,285,33,17.87,15.46,16.18
MH007,2019-06-09 03:00:00,17.87,77.67,21.55,22.81,44.37,5.36,0.2,5.98,9.3,4.42,,,87.0,Satisfactory,28.6,86,0.0,1003.4,4.0,280,65,12.82,13.41,12.67
MH007,2019-06-09 04:00:00,12.82,63.0,9.99,16.33,26.32,5.28,0.14,5.69,14.41,4.93,,,87.0,Satisfactory,28.5,86,0.0,1003.4,2.5,270,62,15.46,11.27,13.73
MH007,2019-06-09 05:00:00,15.46,62.87,24.03,21.62,45.66,5.71,0.28,9.19,7.97,5.05,,,88.0,Satisfactory,28.8,87,0.0,1003.2,7.5,253,58,13.41,16.18,16.59
MH007,2019-06-09 06:00:00,13.41,56.98,16.48,20.89,37.38,7.88,0.33,8.86,9.01,5.31,,,88.0,Satisfactory,29.0,86,0.1,1003.7,9.9,251,61,11.27,12.67,20.45
MH007,2019-06-09 07:00:00,11.27,56.17,30.4,19.13,49.55,8.89,0.42,8.44,6.24,5.58,,,88.0,Satisfactory,29.7,81,0.1,1004.4,9.6,250,62,16.18,13.73,14.95
MH007,2019-06-09 08:00:00,16.18,63.02,24.01,17.06,41.07,9.37,0.37,8.46,10.82,5.73,,,88.0,Satisfactory,30.6,75,0.1,1005.2,8.7,246,48,12.67,16.59,13.13
MH007,2019-06-09 09:00:00,12.67,64.25,24.45,17.03,41.48,8.07,0.26,5.4,14.01,5.52,,,88.0,Satisfactory,31.7,69,0.0,1005.6,8.2,241,39,13.73,20.45,17.32
MH007,2019-06-09 10:00:00,13.73,73.03,16.64,17.89,34.53,5.45,0.23,4.53,27.54,5.22,,,88.0,Satisfactory,32.7,65,0.0,1005.5,9.0,241,11,16.59,14.95,13.7
MH007,2019-06-09 11:00:00,16.59,74.28,22.61,31.64,54.23,4.25,0.27,5.8,25.18,4.46,,,88.0,Satisfactory,33.2,63,0.0,1005.0,12.0,249,2,20.45,13.13,15.59
MH007,2019-06-09 12:00:00,20.45,85.2,19.67,22.17,41.83,6.61,0.23,5.86,25.67,3.59,,,88.0,Satisfactory,33.2,63,0.0,1004.5,15.1,252,10,14.95,17.32,14.27
MH007,2019-06-09 13:00:00,14.95,92.7,17.83,19.07,36.91,5.3,0.25,8.05,22.19,3.14,,,89.0,Satisfactory,32.9,64,0.0,1004.3,17.0,253,29,13.13,13.7,12.27
MH007,2019-06-09 14:00:00,13.13,80.83,17.16,16.71,33.87,5.8,0.32,10.06,25.01,3.14,,,89.0,Satisfactory,33.0,64,0.0,1003.5,16.6,246,98,17.32,15.59,16.32
MH007,2019-06-09 15:00:00,17.32,74.08,19.02,15.28,34.3,8.3,0.31,8.68,22.29,3.24,,,89.0,Satisfactory,32.0,67,0.0,1002.7,15.1,252,97,13.7,14.27,13.53
MH007,2019-06-09 16:00:00,13.7,77.12,15.98,16.21,32.19,11.23,0.33,8.59,24.24,2.92,,,88.0,Satisfactory,31.8,68,0.0,1002.1,15.1,258,99,15.59,12.27,14.73
MH007,2019-06-09 17:00:00,15.59,81.47,18.42,14.22,32.65,12.97,0.29,7.82,17.59,2.5,,,87.0,Satisfactory,31.2,73,0.0,1001.6,16.3,275,100,14.27,16.32,15.0
MH007,2019-06-09 18:00:00,14.27,61.0,21.91,17.81,39.72,7.5,0.2,3.23,15.11,2.18,,,84.0,Satisfactory,30.7,75,0.0,1001.9,13.9,280,96,12.27,13.53,15.0
MH007,2019-06-09 19:00:00,12.27,60.87,20.12,18.57,38.69,5.37,0.2,5.53,13.1,2.07,,,82.0,Satisfactory,30.2,77,0.0,1002.7,12.3,273,96,16.32,14.73,21.89
MH007,2019-06-09 20:00:00,16.32,54.98,23.38,21.95,45.34,5.18,0.23,6.01,11.76,2.38,,,79.0,Satisfactory,30.0,78,0.0,1003.4,10.5,262,95,13.53,15.0,23.87
MH007,2019-06-09 21:00:00,13.53,54.25,16.35,21.11,37.46,5.63,0.3,6.71,12.78,2.79,,,76.0,Satisfactory,29.8,79,0.0,1003.8,8.9,238,96,14.73,15.0,24.0
MH007,2019-06-09 22:00:00,14.73,63.71,26.57,22.81,49.44,5.18,0.43,10.32,6.63,2.78,,,75.0,Satisfactory,29.7,80,0.0,1004.0,8.4,211,96,15.0,21.89,22.27
MH007,2019-06-09 23:00:00,15.0,51.02,39.55,24.85,64.4,5.49,0.45,9.31,6.24,2.99,,,72.0,Satisfactory,29.5,80,0.0,1004.0,8.0,207,96,15.0,23.87,23.73
MH007,2019-06-10 00:00:00,15.0,53.05,17.84,32.03,49.86,5.97,0.56,8.67,34.16,3.2,,,69.0,Satisfactory,29.6,81,0.0,1003.7,8.0,198,94,21.89,24.0,13.63
MH007,2019-06-10 01:00:00,21.89,96.05,27.93,44.11,72.03,6.62,0.76,8.6,15.74,3.03,,,69.0,Satisfactory,29.3,82,0.0,1003.1,7.5,197,77,23.87,22.27,15.46
MH007,2019-06-10 02:00:00,23.87,59.87,97.71,40.87,138.57,4.27,0.81,6.05,3.74,3.82,,,68.0,Satisfactory,29.2,83,0.0,1002.6,8.0,207,67,24.0,23.73,18.59
MH007,2019-06-10 03:00:00,24.0,97.1,22.07,49.47,71.54,3.37,0.51,5.49,6.98,4.46,,,69.0,Satisfactory,29.2,84,0.0,1002.5,8.1,212,55,22.27,13.63,25.91
MH007,2019-06-10 04:00:00,22.27,62.4,14.68,42.73,57.4,3.97,0.43,5.7,13.04,4.81,,,69.0,Satisfactory,29.2,84,0.0,1002.3,7.7,233,60,23.73,15.46,19.23
MH007,2019-06-10 05:00:00,23.73,77.5,20.61,35.43,56.03,4.48,0.35,5.96,24.25,4.76,,,70.0,Satisfactory,28.9,84,0.1,1002.5,7.4,209,62,13.63,18.59,20.59
MH007,2019-06-10 06:00:00,13.63,58.1,78.59,55.11,133.63,7.49,0.41,9.85,20.3,4.38,,,70.0,Satisfactory,29.0,83,0.0,1002.4,6.3,239,61,15.46,25.91,21.0
MH007,2019-06-10 07:00:00,15.46,62.3,46.97,45.87,92.94,14.16,0.61,9.95,10.91,4.78,,,70.0,Satisfactory,29.6,79,0.0,1002.7,5.8,210,91,18.59,19.23,24.45
MH007,2019-06-10 08:00:00,18.59,74.33,45.66,55.15,100.81,29.85,0.77,8.93,7.61,5.27,,,72.0,Satisfactory,30.5,75,0.0,1003.4,8.7,225,98,25.91,20.59,18.07
MH007,2019-06-10 09:00:00,25.91,87.73,24.62,37.66,62.28,37.61,0.58,8.48,21.98,6.1,,,73.0,Satisfactory,30.8,74,0.0,1003.8,10.4,224,86,19.23,21.0,15.27
MH007,2019-06-10 10:00:00,19.23,75.65,20.58,34.16,54.73,30.81,0.41,6.53,30.6,6.34,,,75.0,Satisfactory,31.5,70,0.0,1003.7,10.4,226,90,20.59,24.45,11.54
MH007,2019-06-10 11:00:00,20.59,62.11,21.42,28.98,50.41,18.31,0.37,3.53,31.9,5.7,,,74.0,Satisfactory,31.5,71,0.0,1003.5,8.4,239,67,21.0,18.07,14.45
MH007,2019-06-10 12:00:00,21.0,66.33,31.01,41.44,72.48,15.43,0.43,6.05,26.02,4.66,,,76.0,Satisfactory,32.0,68,0.0,1003.0,8.9,249,85,24.45,15.27,13.28
MH007,2019-06-10 13:00:00,24.45,79.51,17.65,27.71,45.38,13.18,0.26,5.34,29.87,4.19,,,76.0,Satisfactory,31.2,71,0.0,1002.4,10.9,264,99,18.07,11.54,16.47
MH007,2019-06-10 14:00:00,18.07,57.73,16.21,24.55,40.77,11.45,0.29,6.62,31.68,3.77,,,77.0,Satisfactory,30.7,73,0.0,1001.7,13.3,268,73,15.27,14.45,10.09
MH007,2019-06-10 15:00:00,15.27,47.12,17.12,25.55,42.67,21.0,0.42,10.86,28.62,3.62,,,77.0,Satisfactory,31.5,68,0.0,1001.3,10.8,270,88,11.54,13.28,17.64
MH007,2019-06-10 16:00:00,11.54,51.92,16.99,29.08,46.07,22.53,0.43,9.38,28.33,3.55,,,78.0,Satisfactory,31.4,69,0.0,1000.6,12.0,261,98,14.45,16.47,16.42
MH007,2019-06-10 17:00:00,14.45,49.11,13.81,30.79,44.6,21.07,0.43,8.95,30.64,2.88,,,79.0,Satisfactory,31.6,70,0.0,1000.2,15.0,259,100,13.28,10.09,17.73
